
Molecule O2      

O2      _MR    0.21E+00    0.21E+00    0.21E+00    0.21E+00    0.21E+00  ^
    0.57E-07    0.54E-07    0.51E-07    0.49E-07    0.48E-07  ^
    0.47E-07    0.46E-07    0.45E-07    0.44E-07    0.44E-07  ^
    0.43E-07    0.43E-07    0.43E-07    0.43E-07

CH4     _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule CO      

CO      _MR    0.90E-07    0.79E-07    0.70E-07    0.63E-07    0.56E-07  ^
    0.51E-07    0.47E-07    0.44E-07    0.41E-07    0.39E-07  ^
    0.38E-07    0.36E-07    0.35E-07    0.34E-07    0.33E-07  ^
    0.31E-07    0.29E-07    0.26E-07    0.22E-07    0.18E-07  ^
    0.15E-07    0.13E-07    0.12E-07    0.12E-07    0.12E-07  ^
    0.12E-07    0.12E-07    0.11E-07    0.11E-07    0.11E-07  ^
    0.10E-07    0.10E-07    0.96E-08    0.92E-08    0.89E-08  ^
    0.85E-08    0.82E-08    0.80E-08    0.77E-08    0.74E-08  ^
    0.72E-08    0.70E-08    0.70E-08    0.70E-08    0.71E-08  ^
    0.74E-08    0.79E-08    0.86E-08    0.95E-08    0.11E-07  ^
    0.13E-07    0.15E-07    0.18E-07    0.22E-07    0.27E-07  ^
    0.34E-07    0.42E-07    0.53E-07    0.66E-07    0.84E-07  ^
    0.11E-06    0.13E-06    0.17E-06    0.22E-06

CO      _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule CH3OOH  

CH3OOH  _MR    0.64E-09    0.61E-09    0.53E-09    0.41E-09    0.29E-09  ^
    0.19E-09    0.11E-09    0.57E-10    0.26E-10    0.11E-10  ^
    0.48E-11    0.22E-11    0.11E-11    0.68E-12    0.48E-12  ^
    0.39E-12    0.35E-12    0.37E-12    0.46E-12    0.63E-12  ^
    0.87E-12    0.12E-11    0.15E-11    0.19E-11    0.22E-11  ^
    0.24E-11    0.26E-11    0.26E-11    0.26E-11    0.25E-11  ^
    0.23E-11    0.21E-11    0.20E-11    0.18E-11    0.16E-11  ^
    0.15E-11    0.13E-11    0.12E-11    0.10E-11    0.93E-12  ^
    0.83E-12    0.76E-12    0.70E-12    0.66E-12    0.63E-12  ^
    0.60E-12    0.58E-12    0.56E-12    0.54E-12    0.52E-12  ^
    0.51E-12    0.49E-12    0.48E-12    0.46E-12    0.44E-12  ^
    0.42E-12    0.41E-12    0.39E-12    0.37E-12    0.35E-12  ^
    0.33E-12    0.31E-12    0.30E-12    0.28E-12

CH3OOH  _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule CH3O2   

CH3O2   _MR    0.72E-11    0.72E-11    0.69E-11    0.61E-11    0.49E-11  ^
    0.37E-11    0.24E-11    0.14E-11    0.69E-12    0.30E-12  ^
    0.17E-12    0.11E-12    0.87E-13    0.78E-13    0.80E-13  ^
    0.84E-13    0.89E-13    0.96E-13    0.11E-12    0.13E-12  ^
    0.15E-12    0.19E-12    0.22E-12    0.27E-12    0.31E-12  ^
    0.35E-12    0.39E-12    0.43E-12    0.47E-12    0.50E-12  ^
    0.54E-12    0.58E-12    0.62E-12    0.67E-12    0.72E-12  ^
    0.78E-12    0.84E-12    0.91E-12    0.98E-12    0.11E-11  ^
    0.12E-11    0.12E-11    0.13E-11    0.14E-11    0.15E-11  ^
    0.15E-11    0.15E-11    0.15E-11    0.15E-11    0.15E-11  ^
    0.15E-11    0.15E-11    0.15E-11    0.14E-11    0.14E-11  ^
    0.13E-11    0.13E-11    0.12E-11    0.11E-11    0.10E-11  ^
    0.93E-12    0.87E-12    0.81E-12    0.76E-12

CH3O2   _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule N2O     

N2O     _MR    0.30E-06    0.30E-06    0.30E-06    0.30E-06    0.30E-06  ^
    0.30E-06    0.30E-06    0.30E-06    0.30E-06    0.30E-06  ^
    0.30E-06    0.30E-06    0.30E-06    0.30E-06    0.30E-06  ^
    0.30E-06    0.30E-06    0.30E-06    0.29E-06    0.28E-06  ^
    0.27E-06    0.26E-06    0.24E-06    0.22E-06    0.20E-06  ^
    0.18E-06    0.16E-06    0.14E-06    0.12E-06    0.99E-07  ^
    0.83E-07    0.68E-07    0.56E-07    0.45E-07    0.36E-07  ^
    0.29E-07    0.23E-07    0.18E-07    0.14E-07    0.11E-07  ^
    0.84E-08    0.66E-08    0.51E-08    0.40E-08    0.32E-08  ^
    0.26E-08    0.21E-08    0.17E-08    0.14E-08    0.11E-08  ^
    0.93E-09    0.78E-09    0.67E-09    0.57E-09    0.49E-09  ^
    0.43E-09    0.38E-09    0.34E-09    0.31E-09    0.29E-09  ^
    0.27E-09    0.26E-09    0.25E-09    0.24E-09

N2O     _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule NO      

NO      _MR    0.55E-11    0.68E-11    0.85E-11    0.11E-10    0.14E-10  ^
    0.19E-10    0.23E-10    0.27E-10    0.38E-10    0.58E-10  ^
    0.76E-10    0.98E-10    0.12E-09    0.14E-09    0.16E-09  ^
    0.18E-09    0.20E-09    0.23E-09    0.26E-09    0.30E-09  ^
    0.35E-09    0.43E-09    0.53E-09    0.66E-09    0.83E-09  ^
    0.11E-08    0.13E-08    0.17E-08    0.22E-08    0.28E-08  ^
    0.35E-08    0.43E-08    0.51E-08    0.60E-08    0.70E-08  ^
    0.80E-08    0.89E-08    0.98E-08    0.11E-07    0.11E-07  ^
    0.12E-07    0.13E-07    0.13E-07    0.13E-07    0.13E-07  ^
    0.12E-07    0.12E-07    0.12E-07    0.11E-07    0.11E-07  ^
    0.10E-07    0.96E-08    0.91E-08    0.87E-08    0.83E-08  ^
    0.79E-08    0.75E-08    0.72E-08    0.69E-08    0.67E-08  ^
    0.65E-08    0.64E-08    0.63E-08    0.62E-08

NO      _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
